method_1,direction_1,model_1,method_2,direction_2,model_2,input_id
gold,tgt,full_gpt-4o-mini,silver,tgt,full_gpt-4o-mini,491
baseline,src,full_meta-llama_Meta-Llama-3-8B-Instruct,gold,src,full_meta-llama_Meta-Llama-3-8B-Instruct,362
silver,tgt,full_gpt-4o-mini,silver,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,423
gold,tgt,full_gpt-4o-mini,gold,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,24
baseline,src,full_meta-llama_Meta-Llama-3-8B-Instruct,baseline,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,643
baseline,tgt,full_gpt-4o-mini,gold,tgt,full_gpt-4o-mini,102
baseline,src,full_gpt-4o-mini,baseline,src,full_meta-llama_Meta-Llama-3-8B-Instruct,873
gold,src,full_meta-llama_Meta-Llama-3-8B-Instruct,silver,src,full_meta-llama_Meta-Llama-3-8B-Instruct,596
gold,tgt,full_gpt-4o-mini,gold,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,506
gold,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,silver,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,5
gold,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,silver,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,213
gold,src,full_meta-llama_Meta-Llama-3-8B-Instruct,silver,src,full_meta-llama_Meta-Llama-3-8B-Instruct,765
gold,src,full_meta-llama_Meta-Llama-3-8B-Instruct,gold,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,959
baseline,src,full_gpt-4o-mini,silver,src,full_gpt-4o-mini,267
baseline,src,full_gpt-4o-mini,gold,src,full_gpt-4o-mini,737
baseline,src,full_gpt-4o-mini,baseline,tgt,full_gpt-4o-mini,676
baseline,src,full_gpt-4o-mini,silver,src,full_gpt-4o-mini,409
gold,tgt,full_gpt-4o-mini,silver,tgt,full_gpt-4o-mini,989
gold,tgt,full_gpt-4o-mini,silver,tgt,full_gpt-4o-mini,783
baseline,tgt,full_gpt-4o-mini,silver,tgt,full_gpt-4o-mini,661
baseline,src,full_gpt-4o-mini,gold,src,full_gpt-4o-mini,796
gold,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,silver,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,180
baseline,src,full_meta-llama_Meta-Llama-3-8B-Instruct,baseline,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,42
baseline,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,gold,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,876
silver,src,full_gpt-4o-mini,silver,tgt,full_gpt-4o-mini,482
baseline,src,full_meta-llama_Meta-Llama-3-8B-Instruct,gold,src,full_meta-llama_Meta-Llama-3-8B-Instruct,46
silver,src,full_gpt-4o-mini,silver,tgt,full_gpt-4o-mini,997
baseline,tgt,full_gpt-4o-mini,silver,tgt,full_gpt-4o-mini,227
baseline,src,full_meta-llama_Meta-Llama-3-8B-Instruct,silver,src,full_meta-llama_Meta-Llama-3-8B-Instruct,160
baseline,tgt,full_gpt-4o-mini,silver,tgt,full_gpt-4o-mini,257
baseline,src,full_meta-llama_Meta-Llama-3-8B-Instruct,gold,src,full_meta-llama_Meta-Llama-3-8B-Instruct,736
silver,tgt,full_gpt-4o-mini,silver,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,58
baseline,tgt,full_gpt-4o-mini,silver,tgt,full_gpt-4o-mini,714
gold,src,full_gpt-4o-mini,silver,src,full_gpt-4o-mini,121
baseline,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,gold,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,222
gold,src,full_meta-llama_Meta-Llama-3-8B-Instruct,gold,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,162
baseline,src,full_gpt-4o-mini,gold,src,full_gpt-4o-mini,567
gold,src,full_gpt-4o-mini,gold,src,full_meta-llama_Meta-Llama-3-8B-Instruct,621
baseline,src,full_gpt-4o-mini,baseline,src,full_meta-llama_Meta-Llama-3-8B-Instruct,491
gold,src,full_gpt-4o-mini,gold,tgt,full_gpt-4o-mini,725
baseline,src,full_meta-llama_Meta-Llama-3-8B-Instruct,baseline,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,417
silver,tgt,full_gpt-4o-mini,silver,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,740
baseline,tgt,full_gpt-4o-mini,silver,tgt,full_gpt-4o-mini,304
baseline,tgt,full_gpt-4o-mini,silver,tgt,full_gpt-4o-mini,999
gold,tgt,full_gpt-4o-mini,gold,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,979
baseline,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,gold,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,459
silver,src,full_gpt-4o-mini,silver,src,full_meta-llama_Meta-Llama-3-8B-Instruct,649
silver,src,full_meta-llama_Meta-Llama-3-8B-Instruct,silver,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,103
silver,src,full_gpt-4o-mini,silver,src,full_meta-llama_Meta-Llama-3-8B-Instruct,988
gold,src,full_gpt-4o-mini,gold,src,full_meta-llama_Meta-Llama-3-8B-Instruct,31
gold,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,silver,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,934
baseline,src,full_gpt-4o-mini,gold,src,full_gpt-4o-mini,451
baseline,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,silver,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,112
gold,src,full_meta-llama_Meta-Llama-3-8B-Instruct,gold,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,679
gold,src,full_meta-llama_Meta-Llama-3-8B-Instruct,gold,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,824
baseline,src,full_meta-llama_Meta-Llama-3-8B-Instruct,baseline,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,152
baseline,src,full_gpt-4o-mini,baseline,tgt,full_gpt-4o-mini,619
baseline,tgt,full_gpt-4o-mini,baseline,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,262
baseline,src,full_meta-llama_Meta-Llama-3-8B-Instruct,silver,src,full_meta-llama_Meta-Llama-3-8B-Instruct,574
silver,tgt,full_gpt-4o-mini,silver,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,371
baseline,src,full_meta-llama_Meta-Llama-3-8B-Instruct,baseline,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,541
baseline,src,full_meta-llama_Meta-Llama-3-8B-Instruct,baseline,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,192
gold,tgt,full_gpt-4o-mini,silver,tgt,full_gpt-4o-mini,717
silver,tgt,full_gpt-4o-mini,silver,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,475
baseline,src,full_gpt-4o-mini,baseline,src,full_meta-llama_Meta-Llama-3-8B-Instruct,893
gold,src,full_gpt-4o-mini,gold,tgt,full_gpt-4o-mini,511
gold,src,full_gpt-4o-mini,gold,src,full_meta-llama_Meta-Llama-3-8B-Instruct,774
gold,src,full_meta-llama_Meta-Llama-3-8B-Instruct,gold,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,872
silver,tgt,full_gpt-4o-mini,silver,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,317
gold,src,full_gpt-4o-mini,gold,src,full_meta-llama_Meta-Llama-3-8B-Instruct,220
silver,src,full_gpt-4o-mini,silver,tgt,full_gpt-4o-mini,398
baseline,tgt,full_gpt-4o-mini,silver,tgt,full_gpt-4o-mini,767
baseline,src,full_meta-llama_Meta-Llama-3-8B-Instruct,baseline,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,15
gold,src,full_meta-llama_Meta-Llama-3-8B-Instruct,gold,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,503
gold,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,silver,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,595
silver,src,full_gpt-4o-mini,silver,tgt,full_gpt-4o-mini,69
baseline,src,full_gpt-4o-mini,baseline,tgt,full_gpt-4o-mini,29
gold,src,full_gpt-4o-mini,silver,src,full_gpt-4o-mini,111
gold,tgt,full_gpt-4o-mini,silver,tgt,full_gpt-4o-mini,723
gold,src,full_gpt-4o-mini,gold,tgt,full_gpt-4o-mini,248
gold,src,full_meta-llama_Meta-Llama-3-8B-Instruct,gold,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,714
baseline,src,full_gpt-4o-mini,baseline,tgt,full_gpt-4o-mini,760
baseline,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,silver,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,869
baseline,src,full_meta-llama_Meta-Llama-3-8B-Instruct,silver,src,full_meta-llama_Meta-Llama-3-8B-Instruct,903
baseline,src,full_gpt-4o-mini,gold,src,full_gpt-4o-mini,143
baseline,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,gold,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,865
baseline,src,full_gpt-4o-mini,gold,src,full_gpt-4o-mini,280
baseline,src,full_meta-llama_Meta-Llama-3-8B-Instruct,gold,src,full_meta-llama_Meta-Llama-3-8B-Instruct,159
silver,src,full_gpt-4o-mini,silver,src,full_meta-llama_Meta-Llama-3-8B-Instruct,497
gold,src,full_gpt-4o-mini,gold,src,full_meta-llama_Meta-Llama-3-8B-Instruct,66
baseline,src,full_gpt-4o-mini,gold,src,full_gpt-4o-mini,0
baseline,tgt,full_gpt-4o-mini,gold,tgt,full_gpt-4o-mini,114
silver,src,full_meta-llama_Meta-Llama-3-8B-Instruct,silver,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,704
gold,tgt,full_gpt-4o-mini,silver,tgt,full_gpt-4o-mini,372
gold,src,full_gpt-4o-mini,gold,tgt,full_gpt-4o-mini,545
baseline,src,full_meta-llama_Meta-Llama-3-8B-Instruct,gold,src,full_meta-llama_Meta-Llama-3-8B-Instruct,431
gold,src,full_meta-llama_Meta-Llama-3-8B-Instruct,silver,src,full_meta-llama_Meta-Llama-3-8B-Instruct,866
gold,src,full_gpt-4o-mini,gold,src,full_meta-llama_Meta-Llama-3-8B-Instruct,933
silver,src,full_gpt-4o-mini,silver,tgt,full_gpt-4o-mini,804
gold,tgt,full_gpt-4o-mini,silver,tgt,full_gpt-4o-mini,732
baseline,src,full_gpt-4o-mini,gold,src,full_gpt-4o-mini,415
gold,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,silver,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,148
baseline,tgt,full_gpt-4o-mini,silver,tgt,full_gpt-4o-mini,733
gold,src,full_gpt-4o-mini,silver,src,full_gpt-4o-mini,757
baseline,tgt,full_gpt-4o-mini,gold,tgt,full_gpt-4o-mini,310
silver,tgt,full_gpt-4o-mini,silver,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,728
baseline,src,full_meta-llama_Meta-Llama-3-8B-Instruct,silver,src,full_meta-llama_Meta-Llama-3-8B-Instruct,845
silver,src,full_meta-llama_Meta-Llama-3-8B-Instruct,silver,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,890
baseline,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,gold,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,773
gold,src,full_gpt-4o-mini,gold,tgt,full_gpt-4o-mini,933
silver,src,full_gpt-4o-mini,silver,tgt,full_gpt-4o-mini,979
gold,tgt,full_gpt-4o-mini,silver,tgt,full_gpt-4o-mini,42
baseline,src,full_gpt-4o-mini,baseline,src,full_meta-llama_Meta-Llama-3-8B-Instruct,37
baseline,src,full_meta-llama_Meta-Llama-3-8B-Instruct,gold,src,full_meta-llama_Meta-Llama-3-8B-Instruct,796
gold,src,full_gpt-4o-mini,gold,src,full_meta-llama_Meta-Llama-3-8B-Instruct,663
baseline,tgt,full_gpt-4o-mini,baseline,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,713
baseline,src,full_meta-llama_Meta-Llama-3-8B-Instruct,baseline,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,383
gold,tgt,full_gpt-4o-mini,gold,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,852
silver,src,full_meta-llama_Meta-Llama-3-8B-Instruct,silver,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,249
baseline,src,full_meta-llama_Meta-Llama-3-8B-Instruct,gold,src,full_meta-llama_Meta-Llama-3-8B-Instruct,874
baseline,tgt,full_gpt-4o-mini,silver,tgt,full_gpt-4o-mini,483
gold,tgt,full_gpt-4o-mini,silver,tgt,full_gpt-4o-mini,205
silver,src,full_gpt-4o-mini,silver,src,full_meta-llama_Meta-Llama-3-8B-Instruct,857
baseline,tgt,full_gpt-4o-mini,baseline,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,715
gold,src,full_gpt-4o-mini,gold,src,full_meta-llama_Meta-Llama-3-8B-Instruct,320
silver,tgt,full_gpt-4o-mini,silver,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,554
silver,src,full_gpt-4o-mini,silver,src,full_meta-llama_Meta-Llama-3-8B-Instruct,698
baseline,tgt,full_gpt-4o-mini,gold,tgt,full_gpt-4o-mini,469
gold,tgt,full_gpt-4o-mini,silver,tgt,full_gpt-4o-mini,314
baseline,src,full_gpt-4o-mini,silver,src,full_gpt-4o-mini,864
gold,src,full_gpt-4o-mini,silver,src,full_gpt-4o-mini,524
gold,tgt,full_gpt-4o-mini,silver,tgt,full_gpt-4o-mini,750
baseline,src,full_gpt-4o-mini,baseline,src,full_meta-llama_Meta-Llama-3-8B-Instruct,891
baseline,src,full_gpt-4o-mini,baseline,tgt,full_gpt-4o-mini,310
silver,src,full_meta-llama_Meta-Llama-3-8B-Instruct,silver,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,130
gold,src,full_meta-llama_Meta-Llama-3-8B-Instruct,silver,src,full_meta-llama_Meta-Llama-3-8B-Instruct,583
gold,tgt,full_gpt-4o-mini,silver,tgt,full_gpt-4o-mini,455
baseline,tgt,full_gpt-4o-mini,baseline,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,282
baseline,src,full_gpt-4o-mini,silver,src,full_gpt-4o-mini,368
silver,src,full_gpt-4o-mini,silver,src,full_meta-llama_Meta-Llama-3-8B-Instruct,788
gold,src,full_gpt-4o-mini,gold,src,full_meta-llama_Meta-Llama-3-8B-Instruct,427
baseline,src,full_gpt-4o-mini,silver,src,full_gpt-4o-mini,815
baseline,src,full_gpt-4o-mini,silver,src,full_gpt-4o-mini,628
baseline,tgt,full_gpt-4o-mini,gold,tgt,full_gpt-4o-mini,431
baseline,src,full_gpt-4o-mini,baseline,tgt,full_gpt-4o-mini,958
gold,src,full_meta-llama_Meta-Llama-3-8B-Instruct,silver,src,full_meta-llama_Meta-Llama-3-8B-Instruct,424
baseline,src,full_gpt-4o-mini,gold,src,full_gpt-4o-mini,23
baseline,src,full_gpt-4o-mini,silver,src,full_gpt-4o-mini,927
baseline,src,full_gpt-4o-mini,baseline,src,full_meta-llama_Meta-Llama-3-8B-Instruct,626
baseline,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,silver,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,530
baseline,src,full_gpt-4o-mini,gold,src,full_gpt-4o-mini,875
gold,src,full_gpt-4o-mini,gold,src,full_meta-llama_Meta-Llama-3-8B-Instruct,334
baseline,src,full_meta-llama_Meta-Llama-3-8B-Instruct,baseline,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,796
baseline,src,full_gpt-4o-mini,silver,src,full_gpt-4o-mini,153
gold,src,full_gpt-4o-mini,gold,tgt,full_gpt-4o-mini,447
baseline,src,full_meta-llama_Meta-Llama-3-8B-Instruct,gold,src,full_meta-llama_Meta-Llama-3-8B-Instruct,871
baseline,src,full_gpt-4o-mini,gold,src,full_gpt-4o-mini,669
silver,src,full_meta-llama_Meta-Llama-3-8B-Instruct,silver,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,632
gold,tgt,full_gpt-4o-mini,silver,tgt,full_gpt-4o-mini,60
baseline,tgt,full_gpt-4o-mini,baseline,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,307
baseline,src,full_meta-llama_Meta-Llama-3-8B-Instruct,baseline,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,432
baseline,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,silver,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,180
baseline,src,full_gpt-4o-mini,silver,src,full_gpt-4o-mini,197
gold,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,silver,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,191
baseline,tgt,full_gpt-4o-mini,baseline,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,999
silver,src,full_meta-llama_Meta-Llama-3-8B-Instruct,silver,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,573
gold,tgt,full_gpt-4o-mini,silver,tgt,full_gpt-4o-mini,674
baseline,tgt,full_gpt-4o-mini,silver,tgt,full_gpt-4o-mini,518
baseline,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,gold,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,339
baseline,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,gold,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,395
gold,src,full_gpt-4o-mini,gold,src,full_meta-llama_Meta-Llama-3-8B-Instruct,795
baseline,tgt,full_gpt-4o-mini,silver,tgt,full_gpt-4o-mini,807
gold,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,silver,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,559
baseline,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,silver,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,637
gold,tgt,full_gpt-4o-mini,silver,tgt,full_gpt-4o-mini,286
silver,src,full_gpt-4o-mini,silver,tgt,full_gpt-4o-mini,596
baseline,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,silver,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,493
baseline,tgt,full_gpt-4o-mini,gold,tgt,full_gpt-4o-mini,889
silver,src,full_gpt-4o-mini,silver,src,full_meta-llama_Meta-Llama-3-8B-Instruct,146
baseline,src,full_gpt-4o-mini,baseline,src,full_meta-llama_Meta-Llama-3-8B-Instruct,636
baseline,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,silver,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,434
silver,src,full_gpt-4o-mini,silver,src,full_meta-llama_Meta-Llama-3-8B-Instruct,657
gold,src,full_gpt-4o-mini,gold,src,full_meta-llama_Meta-Llama-3-8B-Instruct,579
gold,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,silver,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,480
gold,src,full_gpt-4o-mini,silver,src,full_gpt-4o-mini,992
silver,tgt,full_gpt-4o-mini,silver,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,310
baseline,src,full_gpt-4o-mini,baseline,src,full_meta-llama_Meta-Llama-3-8B-Instruct,866
baseline,src,full_gpt-4o-mini,silver,src,full_gpt-4o-mini,561
baseline,src,full_gpt-4o-mini,silver,src,full_gpt-4o-mini,599
baseline,tgt,full_gpt-4o-mini,gold,tgt,full_gpt-4o-mini,780
gold,src,full_gpt-4o-mini,gold,tgt,full_gpt-4o-mini,293
gold,src,full_gpt-4o-mini,gold,tgt,full_gpt-4o-mini,942
baseline,src,full_gpt-4o-mini,silver,src,full_gpt-4o-mini,185
gold,tgt,full_gpt-4o-mini,gold,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,214
baseline,tgt,full_gpt-4o-mini,gold,tgt,full_gpt-4o-mini,444
baseline,src,full_meta-llama_Meta-Llama-3-8B-Instruct,baseline,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,440
baseline,src,full_gpt-4o-mini,gold,src,full_gpt-4o-mini,392
gold,src,full_gpt-4o-mini,gold,tgt,full_gpt-4o-mini,752
baseline,tgt,full_gpt-4o-mini,silver,tgt,full_gpt-4o-mini,559
baseline,src,full_meta-llama_Meta-Llama-3-8B-Instruct,silver,src,full_meta-llama_Meta-Llama-3-8B-Instruct,536
silver,tgt,full_gpt-4o-mini,silver,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,34
gold,tgt,full_gpt-4o-mini,gold,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,488
baseline,src,full_meta-llama_Meta-Llama-3-8B-Instruct,gold,src,full_meta-llama_Meta-Llama-3-8B-Instruct,555
gold,src,full_meta-llama_Meta-Llama-3-8B-Instruct,gold,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,577
gold,src,full_meta-llama_Meta-Llama-3-8B-Instruct,silver,src,full_meta-llama_Meta-Llama-3-8B-Instruct,606
silver,src,full_meta-llama_Meta-Llama-3-8B-Instruct,silver,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,878
baseline,tgt,full_gpt-4o-mini,baseline,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,622
silver,tgt,full_gpt-4o-mini,silver,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,624
gold,tgt,full_gpt-4o-mini,silver,tgt,full_gpt-4o-mini,277
silver,tgt,full_gpt-4o-mini,silver,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,53
gold,src,full_gpt-4o-mini,gold,tgt,full_gpt-4o-mini,430
baseline,src,full_gpt-4o-mini,silver,src,full_gpt-4o-mini,91
gold,src,full_meta-llama_Meta-Llama-3-8B-Instruct,silver,src,full_meta-llama_Meta-Llama-3-8B-Instruct,821
silver,src,full_gpt-4o-mini,silver,src,full_meta-llama_Meta-Llama-3-8B-Instruct,733
gold,src,full_gpt-4o-mini,silver,src,full_gpt-4o-mini,69
gold,tgt,full_gpt-4o-mini,gold,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,226
baseline,src,full_gpt-4o-mini,gold,src,full_gpt-4o-mini,998
baseline,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,silver,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,785
gold,src,full_meta-llama_Meta-Llama-3-8B-Instruct,silver,src,full_meta-llama_Meta-Llama-3-8B-Instruct,744
baseline,tgt,full_gpt-4o-mini,baseline,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,15
baseline,src,full_meta-llama_Meta-Llama-3-8B-Instruct,silver,src,full_meta-llama_Meta-Llama-3-8B-Instruct,300
gold,src,full_meta-llama_Meta-Llama-3-8B-Instruct,silver,src,full_meta-llama_Meta-Llama-3-8B-Instruct,818
baseline,src,full_gpt-4o-mini,gold,src,full_gpt-4o-mini,161
gold,src,full_meta-llama_Meta-Llama-3-8B-Instruct,gold,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,459
gold,tgt,full_gpt-4o-mini,gold,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,828
gold,tgt,full_gpt-4o-mini,silver,tgt,full_gpt-4o-mini,351
gold,src,full_gpt-4o-mini,gold,tgt,full_gpt-4o-mini,317
silver,src,full_gpt-4o-mini,silver,tgt,full_gpt-4o-mini,548
gold,tgt,full_gpt-4o-mini,silver,tgt,full_gpt-4o-mini,971
baseline,tgt,full_gpt-4o-mini,gold,tgt,full_gpt-4o-mini,322
baseline,src,full_gpt-4o-mini,baseline,src,full_meta-llama_Meta-Llama-3-8B-Instruct,126
gold,src,full_gpt-4o-mini,gold,tgt,full_gpt-4o-mini,684
baseline,src,full_gpt-4o-mini,baseline,src,full_meta-llama_Meta-Llama-3-8B-Instruct,501
gold,src,full_gpt-4o-mini,silver,src,full_gpt-4o-mini,885
baseline,tgt,full_gpt-4o-mini,gold,tgt,full_gpt-4o-mini,673
baseline,tgt,full_gpt-4o-mini,baseline,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,864
silver,tgt,full_gpt-4o-mini,silver,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,48
silver,src,full_gpt-4o-mini,silver,src,full_meta-llama_Meta-Llama-3-8B-Instruct,936
gold,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,silver,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,112
gold,src,full_meta-llama_Meta-Llama-3-8B-Instruct,gold,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,304
silver,tgt,full_gpt-4o-mini,silver,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,437
gold,src,full_gpt-4o-mini,gold,src,full_meta-llama_Meta-Llama-3-8B-Instruct,942
silver,src,full_gpt-4o-mini,silver,src,full_meta-llama_Meta-Llama-3-8B-Instruct,19
gold,tgt,full_gpt-4o-mini,silver,tgt,full_gpt-4o-mini,985
baseline,src,full_meta-llama_Meta-Llama-3-8B-Instruct,silver,src,full_meta-llama_Meta-Llama-3-8B-Instruct,451
gold,src,full_gpt-4o-mini,silver,src,full_gpt-4o-mini,369
gold,src,full_gpt-4o-mini,gold,tgt,full_gpt-4o-mini,182
gold,tgt,full_gpt-4o-mini,gold,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,666
baseline,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,silver,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,505
baseline,src,full_gpt-4o-mini,baseline,src,full_meta-llama_Meta-Llama-3-8B-Instruct,373
gold,src,full_gpt-4o-mini,gold,tgt,full_gpt-4o-mini,755
baseline,tgt,full_gpt-4o-mini,silver,tgt,full_gpt-4o-mini,420
gold,tgt,full_gpt-4o-mini,gold,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,980
baseline,tgt,full_gpt-4o-mini,gold,tgt,full_gpt-4o-mini,286
baseline,tgt,full_gpt-4o-mini,baseline,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,848
baseline,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,silver,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,187
gold,tgt,full_gpt-4o-mini,silver,tgt,full_gpt-4o-mini,504
silver,tgt,full_gpt-4o-mini,silver,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,256
baseline,src,full_gpt-4o-mini,silver,src,full_gpt-4o-mini,122
baseline,tgt,full_gpt-4o-mini,gold,tgt,full_gpt-4o-mini,20
baseline,src,full_gpt-4o-mini,gold,src,full_gpt-4o-mini,656
silver,src,full_gpt-4o-mini,silver,tgt,full_gpt-4o-mini,252
silver,tgt,full_gpt-4o-mini,silver,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,135
baseline,tgt,full_gpt-4o-mini,baseline,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,372
baseline,src,full_gpt-4o-mini,silver,src,full_gpt-4o-mini,592
baseline,src,full_gpt-4o-mini,baseline,src,full_meta-llama_Meta-Llama-3-8B-Instruct,763
gold,src,full_meta-llama_Meta-Llama-3-8B-Instruct,gold,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,705
baseline,tgt,full_gpt-4o-mini,baseline,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,467
baseline,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,gold,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,902
gold,src,full_gpt-4o-mini,gold,src,full_meta-llama_Meta-Llama-3-8B-Instruct,764
baseline,src,full_meta-llama_Meta-Llama-3-8B-Instruct,silver,src,full_meta-llama_Meta-Llama-3-8B-Instruct,37
silver,src,full_meta-llama_Meta-Llama-3-8B-Instruct,silver,tgt,full_meta-llama_Meta-Llama-3-8B-Instruct,94
